0.358	0.051	0.051
0.403	0.026	0.026
0.308	0.037	0.037
0.292	0.025	0.025
0.065	0.017	0.017
0.16	0.028	0.028
0.093	0.019	0.019
0.206	0.024	0.024
0.051	0.017	0.017
0.237	0.022	0.022
0.088	0.017	0.017
0.127	0.019	0.019
0.051	0.015	0.015
0.12	0.027	0.027
0.155	0.019	0.019
0.071	0.026	0.026
0.168	0.018	0.018
0.355	0.024	0.024
0.186	0.018	0.018
0.224	0.023	0.023
0.107	0.019	0.019
